,location,total_sqft,bath,balcony,price,bhk
7484,Subramanyapura,958.0,2.0,1.0,33.53,2
7485,Subramanyapura,960.0,2.0,1.0,55.0,2
7486,Subramanyapura,1260.0,2.0,1.0,73.0,3
7489,Subramanyapura,1278.0,3.0,2.0,70.0,3
7490,Subramanyapura,929.0,2.0,2.0,49.0,2
7491,Subramanyapura,1260.0,2.0,1.0,75.0,3
7492,Subramanyapura,1000.0,2.0,1.0,45.0,2
7493,Subramanyapura,1260.0,2.0,1.0,80.0,3
7495,Subramanyapura,929.0,1.0,2.0,51.0,2
7496,Subramanyapura,1880.0,3.0,2.0,110.0,3
7499,Subramanyapura,985.0,2.0,1.0,62.5,2
7500,Sultan Palaya,1700.0,3.0,3.0,120.0,3
7501,Sultan Palaya,1100.0,2.0,2.0,40.0,2
7502,Sultan Palaya,1100.0,2.0,1.0,45.0,2
7503,Sultan Palaya,900.0,2.0,2.0,45.0,2
7504,Sultan Palaya,870.0,2.0,1.0,65.0,2
7506,Sultan Palaya,1713.0,3.0,3.0,125.0,3
7507,Sultan Palaya,1009.0,2.0,1.0,65.0,2
7508,Sultan Palaya,5000.0,5.0,2.0,325.0,4
7509,Sultan Palaya,1070.0,2.0,2.0,49.0,2
7510,Sultan Palaya,2200.0,3.0,3.0,80.0,4
7511,TC Palaya,1475.0,3.0,1.0,98.0,3
7512,TC Palaya,1200.0,2.0,0.0,60.0,2
7517,TC Palaya,1240.0,2.0,1.0,60.0,2
7518,TC Palaya,1500.0,2.0,1.0,100.0,3
7519,TC Palaya,1200.0,2.0,0.0,65.0,2
7520,TC Palaya,1200.0,2.0,0.0,70.0,2
7521,TC Palaya,900.0,2.0,0.0,55.0,2
7524,TC Palaya,4800.0,3.0,3.0,302.0,4
7525,TC Palaya,1000.0,2.0,0.0,64.0,2
7527,TC Palaya,900.0,2.0,0.0,55.0,2
7528,TC Palaya,1200.0,2.0,0.0,66.0,2
7531,TC Palaya,900.0,2.0,0.0,55.0,2
7533,TC Palaya,900.0,2.0,0.0,55.0,2
7536,TC Palaya,1200.0,2.0,0.0,65.0,2
7537,TC Palaya,1500.0,2.0,0.0,75.0,2
7539,TC Palaya,1000.0,2.0,0.0,70.0,2
7540,TC Palaya,1100.0,2.0,0.0,65.0,2
7544,TC Palaya,1800.0,2.0,2.0,80.0,2
7546,TC Palaya,1200.0,2.0,1.0,70.0,2
7547,TC Palaya,1350.0,1.0,0.0,55.0,1
7548,TC Palaya,900.0,2.0,0.0,55.0,2
7549,TC Palaya,900.0,2.0,0.0,55.0,2
7551,TC Palaya,1082.0,2.0,2.0,64.0,2
7555,TC Palaya,1152.0,2.0,2.0,55.0,2
7559,Talaghattapura,1868.0,3.0,2.0,131.0,3
7560,Talaghattapura,1090.0,2.0,1.0,27.24,2
7561,Talaghattapura,2038.5,3.0,0.0,120.0,3
7562,Talaghattapura,2106.0,3.0,2.0,126.0,3
7563,Talaghattapura,2254.0,3.0,2.0,170.0,3
7565,Talaghattapura,1868.0,3.0,1.0,121.0,3
7566,Talaghattapura,1150.0,2.0,0.0,28.0,2
7567,Talaghattapura,2106.0,3.0,2.0,126.0,3
7568,Talaghattapura,1868.0,3.0,1.0,135.0,3
7569,Talaghattapura,1856.0,3.0,2.0,135.0,3
7570,Talaghattapura,1868.0,3.0,1.0,120.0,3
7571,Talaghattapura,2254.0,3.0,2.0,170.0,3
7572,Talaghattapura,2254.0,3.0,2.0,170.0,3
7573,Talaghattapura,1804.0,3.0,1.0,115.0,3
7574,Talaghattapura,951.0,2.0,2.0,30.43,2
7575,Talaghattapura,1856.0,3.0,2.0,135.0,3
7576,Talaghattapura,2254.0,3.0,2.0,153.0,3
7577,Talaghattapura,2106.0,3.0,3.0,148.0,3
7578,Talaghattapura,921.0,2.0,1.0,29.47,2
7580,Talaghattapura,1856.0,3.0,2.0,135.0,3
7581,Talaghattapura,2273.0,3.0,3.0,159.0,3
7582,Talaghattapura,2099.0,3.0,3.0,147.0,3
7583,Talaghattapura,1040.0,2.0,1.0,33.28,2
7584,Talaghattapura,1100.0,2.0,0.0,50.0,2
7586,Talaghattapura,1100.0,2.0,1.0,49.49,2
7587,Talaghattapura,1100.0,2.0,0.0,32.0,2
7588,Talaghattapura,1575.0,3.0,2.0,80.0,3
7589,Talaghattapura,2273.0,3.0,2.0,145.0,3
7590,Talaghattapura,921.0,2.0,2.0,29.47,2
7591,Talaghattapura,1175.0,2.0,2.0,62.0,2
7592,Talaghattapura,1804.0,3.0,2.0,127.0,3
7593,Talaghattapura,1062.0,2.0,1.0,42.48,2
7594,Talaghattapura,3554.0,4.0,1.0,340.0,3
7595,Talaghattapura,2038.5,3.0,0.0,122.0,3
7596,Talaghattapura,1800.0,3.0,1.0,84.0,3
7597,Talaghattapura,2265.0,3.0,3.0,159.0,3
7598,Talaghattapura,2099.0,3.0,2.0,134.0,3
7599,Thanisandra,510.0,1.0,0.0,25.25,1
7600,Thanisandra,1296.0,2.0,3.0,80.0,2
7601,Thanisandra,1436.0,3.0,1.0,74.75,3
7602,Thanisandra,1427.0,3.0,2.0,120.0,3
7603,Thanisandra,1735.0,3.0,3.0,135.0,3
7604,Thanisandra,2050.0,3.0,1.0,145.0,3
7605,Thanisandra,2144.0,3.0,2.0,145.0,3
7608,Thanisandra,1702.0,3.0,2.0,130.0,3
7610,Thanisandra,445.0,1.0,0.0,28.0,1
7611,Thanisandra,1296.0,2.0,2.0,83.0,2
7615,Thanisandra,1825.0,3.0,2.0,100.0,3
7616,Thanisandra,2144.0,3.0,2.0,135.0,3
7617,Thanisandra,1240.0,2.0,1.0,62.0,3
7619,Thanisandra,1093.0,2.0,2.0,70.0,2
7621,Thanisandra,1265.0,2.0,1.0,79.0,3
7622,Thanisandra,1651.0,3.0,3.0,97.38,3
7624,Thanisandra,1265.0,2.0,2.0,85.0,2
7625,Thanisandra,510.0,1.0,1.0,25.25,1
7627,Thanisandra,776.5,2.0,2.0,48.145,1
7628,Thanisandra,1564.0,3.0,1.0,101.0,3
7631,Thanisandra,1847.0,3.0,2.0,123.0,3
7633,Thanisandra,1800.0,3.0,3.0,90.0,3
7634,Thanisandra,1697.0,3.0,2.0,114.0,3
7635,Thanisandra,2650.0,4.0,2.0,240.0,4
7638,Thanisandra,3500.0,5.0,0.0,160.0,6
7639,Thanisandra,1573.0,3.0,2.0,95.0,3
7640,Thanisandra,1917.0,3.0,3.0,122.0,3
7641,Thanisandra,693.0,1.0,1.0,34.3,1
7642,Thanisandra,1098.0,2.0,1.0,68.0,2
7643,Thanisandra,760.0,1.0,2.0,50.3,1
7646,Thanisandra,2002.0,3.0,2.0,112.0,3
7649,Thanisandra,2000.0,3.0,2.0,99.0,3
7652,Thanisandra,1697.0,3.0,2.0,115.0,3
7654,Thanisandra,1380.0,1.0,1.0,62.1,1
7655,Thanisandra,923.0,1.0,1.0,60.84,1
7656,Thanisandra,1743.0,3.0,2.0,93.25,3
7657,Thanisandra,923.0,1.0,1.0,45.69,1
7659,Thanisandra,3216.0,4.0,1.0,226.0,4
7663,Thanisandra,1874.0,4.0,1.0,130.0,3
7664,Thanisandra,1698.0,3.0,2.0,102.0,3
7665,Thanisandra,1411.0,3.0,1.0,93.04,3
7666,Thanisandra,1996.0,3.0,2.0,135.0,3
7667,Thanisandra,1801.0,3.0,1.0,115.0,3
7668,Thanisandra,1678.0,3.0,2.0,125.0,3
7669,Thanisandra,1265.0,2.0,2.0,82.0,2
7671,Thanisandra,1917.0,4.0,2.0,113.0,3
7672,Thanisandra,662.0,1.0,1.0,42.0,1
7674,Thanisandra,1948.0,3.0,2.0,130.0,3
7675,Thanisandra,1690.0,3.0,2.0,125.0,3
7678,Thanisandra,1922.0,3.0,3.0,106.0,3
7679,Thanisandra,965.0,2.0,1.0,67.0,2
7681,Thanisandra,1098.0,2.0,1.0,74.0,2
7683,Thanisandra,1795.0,3.0,2.0,140.0,3
7685,Thanisandra,1564.0,3.0,1.0,104.0,3
7688,Thanisandra,1241.0,2.0,1.0,61.0,3
7690,Thanisandra,1200.0,2.0,1.0,65.0,3
7692,Thanisandra,1732.0,3.0,1.0,85.73,3
7693,Thanisandra,1917.0,4.0,2.0,100.0,3
7695,Thanisandra,2127.0,3.0,2.0,135.0,3
7696,Thanisandra,2336.5,3.0,0.0,115.89,3
7698,Thanisandra,1276.0,2.0,2.0,75.0,2
7699,Thanisandra,693.0,1.0,1.0,34.3,1
7700,Thanisandra,2259.0,5.0,2.0,135.0,4
7701,Thanisandra,1265.0,2.0,1.0,78.0,2
7702,Thanisandra,1732.0,3.0,3.0,85.73,3
7705,Thanisandra,934.0,2.0,2.0,55.0,2
7707,Thanisandra,1056.0,2.0,2.0,68.0,2
7708,Thanisandra,1595.0,3.0,1.0,110.0,3
7709,Thanisandra,1411.0,3.0,1.0,93.15,3
7713,Thanisandra,1093.0,2.0,1.0,68.1,2
7716,Thanisandra,1093.0,2.0,2.0,72.0,2
7719,Thanisandra,1698.0,3.0,2.0,107.0,3
7721,Thanisandra,1564.0,3.0,1.0,105.0,3
7722,Thanisandra,1265.0,2.0,1.0,83.0,2
7723,Thanisandra,2280.0,4.0,2.0,184.0,3
7724,Thanisandra,784.0,1.0,0.0,35.285,1
7725,Thanisandra,965.0,2.0,1.0,56.0,2
7726,Thanisandra,1546.0,3.0,1.0,95.0,3
7727,Thanisandra,1795.0,3.0,2.0,150.0,3
7728,Thanisandra,777.0,1.0,0.0,38.535,1
7730,Thanisandra,1697.0,3.0,2.0,110.0,3
7731,Thanisandra,1492.0,3.0,1.0,88.0,3
7732,Thanisandra,2072.0,3.0,2.0,122.0,3
7733,Thanisandra,1595.0,3.0,2.0,120.0,3
7734,Thanisandra,1880.0,3.0,3.0,120.0,3
7735,Thanisandra,760.0,1.0,2.0,50.0,1
7737,Thanisandra,1800.0,4.0,1.0,125.0,3
7738,Thanisandra,933.0,2.0,1.0,58.0,1
7739,Thanisandra,1917.0,3.0,2.0,110.0,3
7740,Thanisandra,1996.0,4.0,1.0,123.0,3
7741,Thanisandra,1183.0,2.0,1.0,77.25,2
7742,Thanisandra,1491.0,3.0,1.0,88.0,3
7743,Thanisandra,1881.0,3.0,2.0,95.0,3
7744,Thanisandra,662.0,1.0,1.0,29.0,1
7746,Thanisandra,1564.0,3.0,2.0,100.0,3
7747,Thanisandra,663.0,1.0,0.0,46.1,1
7748,Thanisandra,662.0,1.0,0.0,45.0,1
7749,Thanisandra,1573.0,3.0,2.0,98.0,3
7750,Thanisandra,1262.0,2.0,1.0,83.0,3
7751,Thanisandra,1056.0,2.0,2.0,65.0,2
7753,Thanisandra,1702.0,3.0,2.0,115.0,3
7755,Thanisandra,1935.0,4.0,2.0,122.0,3
7756,Thanisandra,933.0,2.0,1.0,55.0,2
7758,Thanisandra,1183.0,2.0,1.0,77.3,2
7760,Thanisandra,662.0,1.0,0.0,38.0,1
7761,Thanisandra,1265.0,2.0,1.0,72.0,2
7762,Thanisandra,1595.0,3.0,1.0,105.0,3
7765,Thanisandra,1241.0,2.0,1.0,65.0,3
7766,Thanisandra,580.0,1.0,1.0,27.5,1
7767,Thanisandra,2087.0,4.0,2.0,139.0,3
7768,Thanisandra,2050.0,3.0,2.0,150.0,3
7771,Thanisandra,1098.0,2.0,1.0,71.0,2
7772,Thanisandra,1411.0,3.0,1.0,93.25,3
7773,Thanisandra,1262.0,2.0,1.0,65.0,3
7776,Thanisandra,1732.0,3.0,1.0,112.0,3
7777,Thanisandra,933.0,2.0,1.0,66.0,2
7778,Thanisandra,933.0,1.0,1.0,61.0,1
7779,Thanisandra,1702.0,3.0,2.0,107.0,3
7781,Thanisandra,747.0,1.0,0.0,34.355,1
7782,Thanisandra,2030.0,4.0,1.0,125.0,3
7784,Thanisandra,663.0,1.0,1.0,46.0,1
7785,Thanisandra,1411.0,3.0,2.0,100.0,3
7786,Thanisandra,1702.0,3.0,2.0,120.0,3
7789,Thanisandra,1948.0,4.0,2.0,129.0,4
7790,Thanisandra,3600.0,9.0,3.0,125.0,8
7791,Thanisandra,1573.0,3.0,1.0,90.0,3
7792,Thanisandra,1056.0,2.0,2.0,70.0,2
7795,Thanisandra,1719.0,3.0,2.0,135.0,3
7796,Thanisandra,1595.0,3.0,2.0,96.0,3
7797,Thanisandra,1698.0,3.0,2.0,125.0,3
7798,Thanisandra,1732.0,3.0,1.0,85.73,3
7801,Thanisandra,1056.0,2.0,1.0,75.0,2
7802,Thanisandra,1245.0,2.0,1.0,83.05,2
7803,Thanisandra,2695.0,4.0,3.0,188.0,4
7805,Thanisandra,1261.0,2.0,1.0,80.0,3
7807,Thanisandra,1884.0,4.0,2.0,117.0,3
7809,Thanisandra,1930.0,4.0,2.0,122.0,3
7810,Thanisandra,777.0,1.0,0.0,38.46,1
7812,Thanisandra,1241.0,2.0,1.0,68.0,3
7813,Thanisandra,2999.97,6.0,0.0,110.0,6
7814,Thanisandra,1930.0,4.0,2.0,120.0,3
7815,Thanisandra,760.0,1.0,2.0,50.4,1
7816,Thanisandra,663.0,1.0,0.0,32.82,1
7818,Thanisandra,1801.0,3.0,2.0,115.0,3
7819,Thanisandra,1806.0,6.0,2.0,116.0,3
7820,Thanisandra,3671.0,4.0,1.0,220.0,4
7821,Thanisandra,1573.0,3.0,2.0,115.0,3
7823,Thanisandra,1305.0,2.0,2.0,90.0,2
7825,Thanisandra,1965.0,4.0,2.0,125.0,3
7827,Thanisandra,1694.0,3.0,1.0,125.0,3
7828,Thanisandra,1573.0,3.0,2.0,100.0,3
7829,Thanisandra,1533.0,3.0,0.0,75.885,3
7831,Thanisandra,1917.0,4.0,2.0,130.0,4
7833,Thigalarapalya,3122.0,6.0,2.0,230.0,4
7835,Thigalarapalya,1297.0,2.0,2.0,103.0,2
7836,Thigalarapalya,1418.0,2.0,2.0,95.0,2
7837,Thigalarapalya,3122.0,6.0,2.0,235.0,4
7838,Thigalarapalya,3122.0,6.0,2.0,245.0,4
7840,Thigalarapalya,1418.0,2.0,2.0,103.0,2
7841,Thigalarapalya,1418.0,2.0,2.0,101.0,2
7842,Thigalarapalya,1165.0,2.0,2.0,95.0,2
7843,Thigalarapalya,1418.0,2.0,2.0,104.0,2
7847,Thigalarapalya,1418.0,2.0,2.0,103.0,2
7848,Thigalarapalya,2072.0,4.0,2.0,159.0,3
7850,Thigalarapalya,1418.0,2.0,2.0,106.0,2
7852,Thigalarapalya,1418.0,2.0,2.0,104.0,2
7853,Thigalarapalya,3122.0,6.0,2.0,237.0,4
7854,Thigalarapalya,1418.0,2.0,2.0,105.0,2
7855,Thigalarapalya,1418.0,2.0,2.0,104.0,2
7858,Thigalarapalya,1418.0,2.0,2.0,106.0,2
7860,Thigalarapalya,1830.0,4.0,2.0,150.0,3
7862,Thigalarapalya,1418.0,2.0,2.0,105.0,2
7863,Thigalarapalya,2072.0,4.0,2.0,160.0,3
7865,Thigalarapalya,1245.0,2.0,2.0,100.0,2
7868,Thigalarapalya,2072.0,4.0,2.0,160.0,3
7870,Thigalarapalya,3122.0,6.0,2.0,235.0,4
7873,Thigalarapalya,2072.0,4.0,2.0,157.0,3
7874,Thigalarapalya,1418.0,2.0,2.0,105.0,2
7875,Thigalarapalya,3362.0,5.0,2.0,249.0,4
7876,Thigalarapalya,3122.0,6.0,2.0,245.0,4
7877,Thigalarapalya,1245.0,2.0,2.0,100.0,2
7878,Thigalarapalya,1830.0,4.0,2.0,150.0,3
7881,Thigalarapalya,4190.0,4.0,2.0,325.0,4
7885,Thigalarapalya,1400.0,2.0,2.0,105.0,2
7887,Thigalarapalya,3122.0,6.0,2.0,250.0,4
7888,Thigalarapalya,1297.0,2.0,2.0,98.0,2
7890,Thubarahalli,3800.0,4.0,3.0,239.0,4
7891,Thubarahalli,1200.0,2.0,2.0,78.0,2
7892,Thubarahalli,1128.0,2.0,2.0,75.0,2
7893,Thubarahalli,1185.0,2.0,2.0,65.0,2
7894,Thubarahalli,1626.0,2.0,2.0,120.0,3
7895,Thubarahalli,975.0,2.0,1.0,55.0,2
7896,Thubarahalli,1330.0,2.0,1.0,75.0,2
7897,Thubarahalli,1085.0,2.0,1.0,70.0,2
7898,Thubarahalli,1216.0,2.0,1.0,80.0,2
7899,Thubarahalli,1200.0,2.0,2.0,79.0,2
7900,Thubarahalli,1200.0,2.0,2.0,80.0,2
7901,Thubarahalli,1200.0,2.0,2.0,79.55,2
7902,Thubarahalli,1200.0,2.0,2.0,47.0,2
7904,Thubarahalli,2625.0,3.0,3.0,175.0,3
7906,Thubarahalli,975.0,2.0,1.0,50.0,2
7911,Thubarahalli,1584.0,3.0,2.0,101.0,3
7912,Thyagaraja Nagar,800.0,1.0,1.0,100.0,1
7913,Thyagaraja Nagar,2000.0,4.0,2.0,145.0,5
7914,Thyagaraja Nagar,660.0,1.0,0.0,95.0,1
7915,Thyagaraja Nagar,3000.0,6.0,3.0,180.0,7
7916,Thyagaraja Nagar,1270.0,2.0,2.0,95.25,3
7917,Thyagaraja Nagar,1040.0,2.0,1.0,68.0,2
7918,Thyagaraja Nagar,1675.0,1.0,0.0,241.0,1
7919,Tindlu,1500.0,2.0,1.0,87.0,3
7920,Tindlu,7500.0,7.0,2.0,400.0,7
7921,Tindlu,1357.0,2.0,2.0,65.0,3
7922,Tindlu,1500.0,3.0,1.0,87.0,3
7923,Tindlu,1180.0,2.0,2.0,52.0,2
7924,Tindlu,1370.07,3.0,1.0,65.0,3
7925,Tindlu,1165.0,2.0,2.0,59.8,2
7926,Tindlu,1050.0,2.0,2.0,55.0,2
7927,Tindlu,1100.0,2.0,2.0,55.0,2
7928,Tumkur Road,1500.0,3.0,3.0,95.0,3
7929,Tumkur Road,1779.0,3.0,2.0,112.0,3
7930,Tumkur Road,1586.0,3.0,1.0,100.0,3
7931,Tumkur Road,1098.0,2.0,1.0,72.0,2
7932,Tumkur Road,1354.0,3.0,1.0,90.0,3
7933,Tumkur Road,1240.0,2.0,1.0,84.0,3
7934,Tumkur Road,700.0,1.0,0.0,30.09,1
7935,Tumkur Road,1239.0,2.0,1.0,82.0,2
7936,Tumkur Road,1246.0,2.0,1.0,82.0,2
7938,Tumkur Road,1137.5,2.0,0.0,48.905,2
7939,Tumkur Road,1500.0,3.0,3.0,100.0,3
7941,Tumkur Road,1250.0,2.0,2.0,33.0,2
7942,Tumkur Road,1459.0,2.0,1.0,110.0,3
7943,Tumkur Road,1416.0,3.0,1.0,94.0,3
7944,Tumkur Road,1027.0,2.0,1.0,60.0,2
7945,Tumkur Road,1027.0,2.0,1.0,68.62,2
7946,Tumkur Road,1459.0,2.0,1.0,95.0,3
7947,Tumkur Road,992.0,2.0,1.0,60.0,2
7948,Tumkur Road,1066.0,2.0,2.0,52.5,2
7949,Tumkur Road,4800.0,5.0,2.0,150.0,5
7950,Tumkur Road,728.5,1.0,0.0,31.315,1
7951,Tumkur Road,708.0,2.0,1.0,32.0,2
7952,Tumkur Road,1240.0,2.0,1.0,79.0,3
7953,Tumkur Road,1441.0,2.0,1.0,95.0,3
7954,Tumkur Road,1240.0,2.0,1.0,83.0,3
7955,Tumkur Road,1035.0,2.0,1.0,39.0,2
7956,Tumkur Road,1027.0,2.0,1.0,67.0,2
7958,Tumkur Road,992.0,2.0,1.0,70.0,2
7959,Tumkur Road,1354.0,3.0,1.0,85.86,3
7960,Ulsoor,2135.0,3.0,2.0,215.0,3
7961,Ulsoor,2700.0,3.0,1.0,450.0,3
7962,Ulsoor,1275.0,2.0,2.0,120.0,2
7963,Ulsoor,1200.0,2.0,0.0,60.0,2
7964,Ulsoor,1180.0,2.0,2.0,100.0,2
7965,Ulsoor,1340.0,3.0,0.0,90.0,3
7966,Ulsoor,1500.0,2.0,2.0,125.0,3
7967,Ulsoor,2000.0,3.0,3.0,185.0,3
7969,Ulsoor,1255.0,2.0,3.0,120.0,2
7971,Ulsoor,1685.0,4.0,2.0,185.0,3
7973,Ulsoor,2135.0,3.0,2.0,170.0,3
7974,Ulsoor,1160.0,2.0,1.0,130.0,2
7975,Uttarahalli,1440.0,2.0,3.0,62.0,3
7976,Uttarahalli,1143.0,2.0,2.0,45.0,2
7977,Uttarahalli,1020.0,2.0,2.0,45.0,2
7978,Uttarahalli,1286.0,2.0,2.0,63.0,2
7979,Uttarahalli,1101.0,2.0,0.0,45.0,2
7980,Uttarahalli,1345.0,2.0,1.0,67.0,2
7984,Uttarahalli,1175.0,2.0,2.0,47.0,2
7985,Uttarahalli,1390.0,2.0,2.0,62.55,3
7986,Uttarahalli,1330.0,2.0,1.0,56.0,3
7987,Uttarahalli,1008.0,2.0,3.0,45.0,2
7988,Uttarahalli,1390.0,2.0,2.0,60.47,3
7989,Uttarahalli,1617.0,3.0,3.0,66.68,3
7990,Uttarahalli,1150.0,2.0,1.0,49.0,2
7991,Uttarahalli,1330.0,2.0,1.0,56.0,3
7992,Uttarahalli,1200.0,2.0,2.0,44.0,2
7995,Uttarahalli,882.0,2.0,1.0,30.0,2
7996,Uttarahalli,993.0,2.0,1.0,39.71,2
7997,Uttarahalli,1045.0,2.0,1.0,45.0,2
7998,Uttarahalli,850.0,2.0,2.0,37.93,2
8000,Uttarahalli,3600.0,6.0,2.0,120.0,6
8001,Uttarahalli,1345.0,2.0,1.0,57.0,3
8002,Uttarahalli,1089.0,2.0,1.0,43.55,2
8004,Uttarahalli,1279.0,2.0,2.0,48.0,2
8006,Uttarahalli,1425.0,2.0,2.0,64.0,3
8007,Uttarahalli,1155.0,2.0,2.0,40.42,2
8008,Uttarahalli,1050.0,2.0,1.0,42.0,2
8009,Uttarahalli,1300.0,2.0,1.0,55.0,3
8010,Uttarahalli,1250.0,2.0,1.0,55.0,3
8011,Uttarahalli,1700.0,3.0,2.0,88.0,3
8012,Uttarahalli,1200.0,3.0,1.0,50.0,3
8013,Uttarahalli,1085.0,2.0,2.0,43.0,2
8015,Uttarahalli,1175.0,2.0,1.0,47.0,2
8016,Uttarahalli,1689.28,3.0,2.0,91.2,3
8017,Uttarahalli,1175.0,2.0,1.0,47.0,2
8018,Uttarahalli,1215.0,2.0,2.0,52.85,3
8020,Uttarahalli,1325.0,2.0,1.0,53.0,2
8021,Uttarahalli,1300.0,2.0,2.0,60.0,3
8022,Uttarahalli,850.0,2.0,2.0,35.0,2
8023,Uttarahalli,1627.86,3.0,2.0,88.0,3
8025,Uttarahalli,1360.0,2.0,3.0,61.2,3
8026,Uttarahalli,661.0,1.0,1.0,36.0,1
8027,Uttarahalli,1134.0,2.0,1.0,45.36,2
8029,Uttarahalli,1320.0,2.0,3.0,55.44,3
8030,Uttarahalli,1390.0,2.0,2.0,61.16,3
8031,Uttarahalli,1090.0,2.0,2.0,45.0,2
8032,Uttarahalli,1050.0,2.0,1.0,42.0,2
8033,Uttarahalli,1123.0,2.0,1.0,48.0,2
8034,Uttarahalli,1329.0,2.0,1.0,56.0,3
8035,Uttarahalli,938.0,2.0,0.0,35.0,2
8038,Uttarahalli,1100.0,1.0,2.0,45.0,2
8039,Uttarahalli,1125.0,2.0,1.0,47.0,2
8041,Uttarahalli,1685.0,3.0,2.0,85.0,3
8042,Uttarahalli,1390.0,2.0,3.0,62.55,3
8044,Uttarahalli,1180.0,2.0,1.0,41.3,2
8045,Uttarahalli,1380.0,2.0,1.0,42.0,2
8047,Uttarahalli,1160.0,2.0,2.0,45.0,2
8048,Uttarahalli,1280.0,2.0,2.0,60.0,3
8050,Uttarahalli,1190.0,2.0,1.0,53.55,2
8051,Uttarahalli,1330.0,2.0,1.0,57.0,3
8052,Uttarahalli,1560.0,3.0,3.0,74.0,3
8054,Uttarahalli,1125.0,2.0,1.0,48.0,2
8055,Uttarahalli,1320.0,2.0,2.0,55.44,3
8057,Uttarahalli,1160.0,2.0,2.0,40.6,2
8060,Uttarahalli,1065.0,2.0,1.0,42.59,2
8061,Uttarahalli,1075.0,2.0,1.0,46.76,2
8062,Uttarahalli,1155.0,2.0,1.0,40.6,2
8065,Uttarahalli,1215.0,2.0,2.0,52.85,3
8067,Uttarahalli,1180.0,2.0,1.0,41.3,2
8070,Uttarahalli,1002.0,2.0,1.0,40.08,2
8071,Uttarahalli,1002.0,2.0,1.0,40.08,2
8072,Uttarahalli,1075.0,2.0,1.0,40.0,2
8074,Uttarahalli,1155.0,2.0,2.0,40.43,2
8076,Uttarahalli,1025.0,2.0,1.0,35.88,2
8077,Uttarahalli,1125.0,2.0,1.0,47.65,2
8078,Uttarahalli,1300.0,2.0,2.0,55.0,2
8079,Uttarahalli,1025.0,2.0,1.0,35.88,2
8080,Uttarahalli,980.0,2.0,1.0,45.0,2
8081,Uttarahalli,1125.0,2.0,1.0,47.0,2
8086,Uttarahalli,1175.0,2.0,2.0,47.0,2
8089,Uttarahalli,1525.0,2.0,2.0,62.82,3
8090,Uttarahalli,1265.0,2.0,2.0,65.0,3
8093,Uttarahalli,1213.0,2.0,2.0,48.0,2
8095,Uttarahalli,900.0,2.0,2.0,35.0,2
8096,Uttarahalli,1065.0,2.0,1.0,42.6,2
8099,Uttarahalli,1125.0,2.0,1.0,47.0,2
8100,Uttarahalli,1270.0,2.0,2.0,55.25,3
8101,Uttarahalli,1270.0,2.0,1.0,55.25,3
8102,Uttarahalli,1107.0,2.0,1.0,45.0,2
8103,Uttarahalli,1200.0,2.0,1.0,55.0,2
8105,Uttarahalli,1460.0,3.0,3.0,76.0,3
8106,Uttarahalli,1500.0,3.0,1.0,68.0,3
8107,Uttarahalli,1120.0,2.0,1.0,50.0,2
8108,Uttarahalli,1150.0,2.0,1.0,46.0,2
8109,Uttarahalli,1330.0,2.0,1.0,58.0,3
8111,Uttarahalli,1050.0,2.0,1.0,42.0,2
8112,Uttarahalli,1125.0,2.0,1.0,48.0,2
8114,Uttarahalli,1345.0,2.0,1.0,57.0,3
8115,Uttarahalli,1345.0,2.0,1.0,57.0,3
8117,Uttarahalli,1000.0,2.0,0.0,52.0,2
8118,Uttarahalli,1037.0,2.0,1.0,36.0,2
8120,Uttarahalli,1000.0,2.0,2.0,39.5,2
8121,Uttarahalli,1125.0,1.0,2.0,45.0,2
8122,Uttarahalli,1308.0,2.0,3.0,53.0,3
8123,Uttarahalli,1160.0,2.0,2.0,40.58,2
8124,Uttarahalli,1123.0,2.0,2.0,60.0,2
8126,Uttarahalli,1000.0,2.0,1.0,35.0,2
8127,Uttarahalli,1330.0,2.0,1.0,57.0,3
8128,Uttarahalli,1125.0,2.0,1.0,47.0,2
8129,Uttarahalli,1165.0,1.0,0.0,42.09,2
8130,Uttarahalli,1260.0,2.0,2.0,55.0,2
8131,Uttarahalli,1284.0,2.0,2.0,53.36,2
8132,Uttarahalli,1150.0,2.0,1.0,45.99,2
8134,Uttarahalli,1290.0,2.0,3.0,56.12,3
8135,Uttarahalli,1328.0,2.0,1.0,56.0,3
8136,Uttarahalli,1040.0,2.0,2.0,36.4,2
8137,Uttarahalli,1290.0,2.0,2.0,56.12,3
8139,Uttarahalli,1075.0,2.0,1.0,46.76,2
8140,Uttarahalli,1345.0,2.0,1.0,57.0,3
8141,Varthur,1160.0,2.0,2.0,44.0,2
8142,Varthur,1091.0,2.0,1.0,34.9,2
8143,Varthur,1385.0,2.0,3.0,80.0,2
8144,Varthur,1000.0,1.0,1.0,70.0,1
8145,Varthur,1535.0,3.0,2.0,65.99,3
8146,Varthur,1024.0,2.0,2.0,42.0,2
8147,Varthur,1125.0,2.0,2.0,40.0,2
8148,Varthur,1012.0,2.0,1.0,66.5,2
8149,Varthur,1112.0,2.0,2.0,40.0,2
8150,Varthur,2145.0,3.0,2.0,175.0,3
8151,Varthur,1055.0,2.0,2.0,45.35,2
8152,Varthur,1280.0,2.0,2.0,65.0,2
8153,Varthur,977.0,2.0,2.0,36.0,2
8154,Varthur,1091.0,2.0,1.0,32.0,2
8155,Varthur,1250.0,3.0,2.0,71.0,3
